City,Category,Business,Demand,Competition,Investment
Tiruchirappalli,Fitness,Yoga Studio,55,21,700000
Lucknow,Food,Restaurant,90,73,4500000
Ranchi,Food,Cafe,67,20,2900000
Vijayawada,Tourism,Travel Agency,66,40,2700000
Kota,Food,Cloud Kitchen,50,56,1100000
Ludhiana,Tech,Software Startup,50,39,4800000
Thane,Tech,Software Startup,50,20,700000
Kolkata,Education,Tuition Center,62,80,1700000
Tiruchirappalli,Tech,Mobile Repair,55,44,2700000
Agra,Tech,Software Startup,84,68,1500000
Pune,Fitness,Gym,79,23,2700000
Navi Mumbai,Education,Online Course,50,78,800000
Pune,Food,Restaurant,68,71,2500000
Mumbai,Tech,Software Startup,70,52,2300000
Kalyan,Tourism,Travel Agency,77,53,500000
Ahmedabad,Tourism,Travel Agency,83,45,4000000
Mumbai,Food,Bakery,91,31,4800000
Kolkata,Retail,Grocery Store,86,39,1500000
Ludhiana,Tech,Software Startup,74,48,3200000
Delhi,Tourism,Tour Guide Service,68,34,3700000
Pune,Fitness,Gym,87,22,600000
Lucknow,Education,Online Course,56,54,2400000
Agra,Retail,Clothing Boutique,65,57,2500000
Vijayawada,Fitness,Yoga Studio,94,78,2800000
Coimbatore,Tourism,Travel Agency,88,31,3400000
Chandigarh,Fitness,Yoga Studio,54,35,3100000
Vasai,Food,Restaurant,95,63,700000
Varanasi,Tech,Software Startup,94,40,4700000
Kolkata,Tech,Software Startup,90,48,4300000
Agra,Education,Coaching Institute,63,56,2800000
Vadodara,Fitness,Dance Studio,91,43,4100000
Ranchi,Fitness,Gym,52,80,3100000
Bangalore,Fitness,Gym,98,65,1900000
Mysore,Food,Cafe,60,31,3600000
Ghaziabad,Retail,Bookstore,98,59,4800000
Srinagar,Retail,Bookstore,88,48,2500000
Solapur,Tech,Electronics Store,88,44,2800000
Aurangabad,Healthcare,Clinic,91,31,2200000
Hubli,Tourism,Travel Agency,78,60,4000000
Kolkata,Tech,Electronics Store,88,30,4600000
Solapur,Tech,Mobile Repair,65,46,4000000
Jabalpur,Healthcare,Diagnostic Center,86,50,4900000
Visakhapatnam,Tourism,Travel Agency,60,20,3200000
Hyderabad,Food,Restaurant,56,56,2000000
Hubli,Healthcare,Diagnostic Center,72,51,2100000
Jaipur,Tech,Software Startup,63,74,700000
Tiruchirappalli,Fitness,Dance Studio,98,34,2300000
Guwahati,Tourism,Tour Guide Service,87,34,1300000
Kolkata,Healthcare,Pharmacy,54,41,1700000
Kolkata,Food,Bakery,95,48,2000000
Mumbai,Fitness,Yoga Studio,99,25,2600000
Chandigarh,Food,Cloud Kitchen,84,25,4400000
Rajkot,Food,Cafe,67,41,3000000
Ahmedabad,Healthcare,Clinic,63,45,4000000
Hubli,Tech,Electronics Store,56,58,4900000
Hubli,Fitness,Yoga Studio,69,68,2200000
Dhanbad,Food,Bakery,94,45,2300000
Mysore,Healthcare,Pharmacy,63,28,1500000
Hubli,Fitness,Dance Studio,88,65,4300000
Ghaziabad,Education,Tuition Center,76,56,4700000
Guwahati,Healthcare,Clinic,73,74,2100000
Solapur,Tech,Electronics Store,80,58,2400000
Pune,Education,Coaching Institute,91,72,4800000
Patna,Retail,Grocery Store,80,80,3000000
Vadodara,Fitness,Dance Studio,51,40,4000000
Hubli,Healthcare,Diagnostic Center,85,30,700000
Meerut,Tourism,Travel Agency,70,77,2000000
Jabalpur,Food,Bakery,92,68,2800000
Allahabad,Tourism,Travel Agency,87,66,4300000
Bhopal,Education,Tuition Center,52,57,2400000
Jabalpur,Food,Restaurant,81,55,3000000
Jodhpur,Retail,Clothing Boutique,98,49,2100000
Navi Mumbai,Tourism,Travel Agency,64,20,1700000
Rajkot,Tech,Mobile Repair,79,38,600000
Hyderabad,Fitness,Yoga Studio,89,63,2800000
Srinagar,Food,Cloud Kitchen,77,23,4500000
Pune,Fitness,Dance Studio,56,79,2600000
Kolkata,Food,Cafe,69,33,3700000
Ahmedabad,Education,Coaching Institute,66,34,4300000
Hyderabad,Healthcare,Pharmacy,67,46,2500000
Coimbatore,Healthcare,Diagnostic Center,97,38,1300000
Lucknow,Education,Online Course,51,36,1500000
Madurai,Fitness,Dance Studio,70,33,1900000
Jodhpur,Food,Cafe,85,70,1400000
Bangalore,Fitness,Gym,76,52,1500000
Gwalior,Tourism,Travel Agency,70,35,4300000
Mysore,Food,Cafe,90,25,4000000
Kalyan,Food,Restaurant,62,70,2400000
Kolkata,Education,Tuition Center,65,62,4700000
Bangalore,Food,Cafe,92,22,2800000
Srinagar,Healthcare,Pharmacy,81,56,1600000
Tiruchirappalli,Fitness,Yoga Studio,84,51,2100000
Ghaziabad,Education,Tuition Center,87,68,600000
Howrah,Education,Tuition Center,50,24,4300000
Howrah,Retail,Clothing Boutique,85,48,2400000
Visakhapatnam,Retail,Clothing Boutique,72,77,5000000
Bhopal,Retail,Grocery Store,52,69,700000
Kolkata,Tech,Electronics Store,72,61,3600000
Navi Mumbai,Healthcare,Pharmacy,76,30,4300000
Tiruchirappalli,Tourism,Tour Guide Service,51,57,900000
Howrah,Fitness,Gym,70,76,3700000
Nashik,Retail,Grocery Store,77,72,4900000
Ghaziabad,Retail,Bookstore,79,53,4300000
Ahmedabad,Healthcare,Pharmacy,78,29,3100000
Jaipur,Tech,Mobile Repair,81,34,2500000
Agra,Education,Tuition Center,68,36,1400000
Delhi,Retail,Grocery Store,61,21,1400000
Ahmedabad,Tourism,Travel Agency,82,71,3000000
Vadodara,Food,Cloud Kitchen,75,40,4500000
Indore,Healthcare,Pharmacy,81,69,4500000
Pune,Healthcare,Diagnostic Center,64,29,4600000
Kolkata,Food,Bakery,65,63,2100000
Visakhapatnam,Tourism,Travel Agency,84,56,1700000
Agra,Tech,Software Startup,58,80,2300000
Visakhapatnam,Healthcare,Pharmacy,79,56,2000000
Lucknow,Healthcare,Diagnostic Center,72,25,4000000
Solapur,Food,Cloud Kitchen,65,74,3800000
Amritsar,Healthcare,Clinic,66,51,3600000
Indore,Food,Bakery,71,46,4800000
Nagpur,Healthcare,Pharmacy,73,66,1200000
Nagpur,Education,Online Course,63,24,2500000
Varanasi,Fitness,Gym,66,76,2400000
Jaipur,Healthcare,Pharmacy,59,42,2200000
Chandigarh,Education,Tuition Center,95,72,3400000
Navi Mumbai,Fitness,Dance Studio,95,62,1700000
Mumbai,Retail,Clothing Boutique,50,72,900000
Mysore,Healthcare,Clinic,86,42,1600000
Delhi,Tourism,Travel Agency,54,63,3200000
Ahmedabad,Retail,Grocery Store,75,36,1300000
Srinagar,Food,Restaurant,67,32,3300000
Nashik,Tech,Mobile Repair,93,65,1700000
Meerut,Education,Tuition Center,58,23,3200000
Mysore,Healthcare,Pharmacy,58,54,4200000
Raipur,Tech,Software Startup,84,65,2400000
Navi Mumbai,Tech,Software Startup,62,49,3600000
Jodhpur,Education,Tuition Center,60,45,2300000
Kanpur,Retail,Bookstore,67,68,900000
Tiruchirappalli,Education,Online Course,87,22,1000000
Bangalore,Education,Online Course,88,78,3000000
Thane,Food,Bakery,58,24,1200000
Hubli,Food,Bakery,92,39,4900000
Jabalpur,Tourism,Tour Guide Service,67,49,3700000
Chennai,Tech,Mobile Repair,85,25,4100000
Vasai,Fitness,Dance Studio,62,30,4200000
Vijayawada,Tourism,Travel Agency,62,61,3700000
Ludhiana,Healthcare,Pharmacy,73,39,4800000
Ahmedabad,Tech,Software Startup,89,51,3300000
Thane,Education,Coaching Institute,76,47,2600000
Delhi,Retail,Grocery Store,52,41,2500000
Bangalore,Healthcare,Pharmacy,98,76,2500000
Allahabad,Tourism,Guest House,71,37,2500000
Mysore,Education,Coaching Institute,82,28,2200000
Hubli,Food,Cafe,72,44,2000000
Delhi,Retail,Bookstore,90,58,2600000
Chandigarh,Tech,Mobile Repair,67,33,3200000
Nagpur,Healthcare,Pharmacy,68,32,3700000
Kota,Tourism,Tour Guide Service,60,42,900000
Chennai,Tech,Software Startup,56,52,700000
Allahabad,Education,Online Course,98,66,4100000
Ghaziabad,Fitness,Dance Studio,63,22,2300000
Pune,Food,Cafe,59,54,1700000
Vasai,Education,Online Course,65,60,1200000
Guwahati,Healthcare,Clinic,80,33,4100000
Srinagar,Healthcare,Pharmacy,56,52,4600000
Kota,Fitness,Yoga Studio,92,73,3300000
Vijayawada,Tourism,Tour Guide Service,62,51,3100000
Kolkata,Fitness,Gym,57,40,5000000
Mumbai,Food,Cloud Kitchen,67,57,2600000
Aurangabad,Tech,Software Startup,91,29,1300000
Kanpur,Fitness,Dance Studio,89,43,4500000
Chennai,Tech,Mobile Repair,77,25,4600000
Amritsar,Healthcare,Diagnostic Center,50,60,3900000
Kolkata,Tourism,Travel Agency,86,80,2000000
Kolkata,Retail,Grocery Store,72,79,4600000
Madurai,Tourism,Guest House,72,23,1400000
Jaipur,Tourism,Tour Guide Service,58,59,1600000
Hyderabad,Tourism,Tour Guide Service,100,47,4200000
Chennai,Tech,Mobile Repair,70,34,700000
Kanpur,Tourism,Tour Guide Service,94,72,2400000
Hubli,Tech,Mobile Repair,72,68,2900000
Vadodara,Tech,Software Startup,52,38,3500000
Chennai,Healthcare,Pharmacy,56,72,4200000
Navi Mumbai,Tech,Electronics Store,75,79,3200000
Navi Mumbai,Education,Online Course,52,71,2600000
Ranchi,Healthcare,Pharmacy,93,37,1600000
Bhopal,Tourism,Travel Agency,93,60,3300000
Thane,Education,Coaching Institute,93,37,1100000
Bangalore,Retail,Grocery Store,94,35,4100000
Vasai,Food,Bakery,77,28,1600000
Allahabad,Tech,Software Startup,59,77,2100000
Vijayawada,Retail,Grocery Store,75,43,3100000
Kolkata,Retail,Bookstore,51,70,1300000
Vasai,Tourism,Travel Agency,68,32,1800000
Ahmedabad,Education,Tuition Center,54,39,1800000
Jodhpur,Education,Online Course,75,37,4900000
Nashik,Tourism,Travel Agency,52,80,4700000
Varanasi,Education,Online Course,88,41,4500000
Lucknow,Healthcare,Clinic,90,71,3300000
Jabalpur,Fitness,Gym,68,42,1200000
Nashik,Food,Cafe,84,45,700000
Mumbai,Healthcare,Pharmacy,69,31,4200000
Patna,Education,Coaching Institute,78,54,4100000
Chandigarh,Healthcare,Pharmacy,69,79,4000000
Visakhapatnam,Retail,Bookstore,72,50,4100000
Jaipur,Healthcare,Diagnostic Center,83,48,700000
Gwalior,Retail,Bookstore,92,35,4900000
Ranchi,Fitness,Gym,88,52,1800000
Bhopal,Retail,Grocery Store,60,73,2400000
Tiruchirappalli,Tech,Electronics Store,87,69,1700000
Kolkata,Tourism,Travel Agency,91,43,3100000
Tiruchirappalli,Tech,Mobile Repair,57,63,3000000
Mysore,Fitness,Gym,98,66,4000000
Indore,Healthcare,Clinic,51,43,4000000
Pune,Fitness,Dance Studio,99,61,3400000
Mumbai,Food,Restaurant,52,68,3000000
Patna,Tourism,Tour Guide Service,73,80,4400000
Bangalore,Education,Online Course,84,27,900000
Kanpur,Food,Cloud Kitchen,88,43,1500000
Chennai,Food,Restaurant,72,39,3600000
Delhi,Tech,Software Startup,97,58,1700000
Hubli,Fitness,Gym,52,26,4700000
Kolkata,Food,Bakery,100,66,3700000
Navi Mumbai,Education,Online Course,62,61,900000
Solapur,Food,Cafe,99,46,1200000
Nagpur,Retail,Bookstore,51,68,3500000
Indore,Tech,Mobile Repair,65,56,2400000
Ludhiana,Fitness,Dance Studio,83,40,4000000
Gwalior,Education,Coaching Institute,83,75,4200000
Ahmedabad,Retail,Bookstore,51,22,2100000
Jaipur,Education,Tuition Center,87,59,2300000
Howrah,Healthcare,Clinic,63,46,4000000
Indore,Retail,Clothing Boutique,54,74,2800000
Bhopal,Tourism,Guest House,73,59,4700000
Gwalior,Tech,Mobile Repair,87,64,500000
Howrah,Tech,Software Startup,65,56,2000000
Jabalpur,Tech,Electronics Store,96,60,3400000
Delhi,Food,Bakery,86,25,3400000
Howrah,Retail,Grocery Store,67,31,800000
Pune,Education,Online Course,60,73,2800000
Mumbai,Tourism,Travel Agency,64,29,3200000
Kolkata,Food,Restaurant,71,42,3300000
Meerut,Fitness,Gym,91,51,1800000
Coimbatore,Healthcare,Pharmacy,94,42,3600000
Navi Mumbai,Tourism,Tour Guide Service,92,78,2600000
Kolkata,Healthcare,Clinic,81,77,3300000
Agra,Tourism,Travel Agency,59,32,4900000
Tiruchirappalli,Education,Coaching Institute,66,63,3000000
Vadodara,Healthcare,Diagnostic Center,54,44,1300000
Pune,Education,Tuition Center,84,74,2400000
Jodhpur,Tourism,Tour Guide Service,59,59,2100000
Tiruchirappalli,Fitness,Gym,81,42,1500000
Guwahati,Tech,Mobile Repair,58,61,900000
Nashik,Retail,Grocery Store,81,66,600000
Vasai,Fitness,Yoga Studio,86,46,2800000
Ghaziabad,Tech,Software Startup,64,48,4000000
Chandigarh,Retail,Bookstore,58,40,1400000
Vadodara,Education,Online Course,55,45,4400000
Aurangabad,Fitness,Yoga Studio,98,80,500000
Chennai,Tech,Mobile Repair,98,47,4800000
Kanpur,Tourism,Tour Guide Service,57,22,2500000
Mumbai,Fitness,Dance Studio,79,51,1500000
Howrah,Food,Restaurant,94,28,4300000
Nashik,Healthcare,Diagnostic Center,65,31,1900000
Visakhapatnam,Tourism,Tour Guide Service,88,62,4100000
Patna,Healthcare,Clinic,78,48,1500000
Guwahati,Fitness,Yoga Studio,54,80,2900000
Nashik,Food,Cloud Kitchen,74,52,1300000
Allahabad,Fitness,Gym,95,34,2000000
Bangalore,Education,Coaching Institute,70,28,4500000
Chennai,Tech,Electronics Store,58,70,2000000
Kolkata,Tech,Mobile Repair,100,73,1900000
Pune,Education,Coaching Institute,90,66,4100000
Bangalore,Education,Coaching Institute,65,24,500000
Howrah,Healthcare,Clinic,62,74,2800000
Bangalore,Retail,Bookstore,51,25,1500000
Lucknow,Fitness,Yoga Studio,85,47,2700000
Varanasi,Education,Coaching Institute,84,46,2500000
Visakhapatnam,Healthcare,Diagnostic Center,83,80,4600000
Bangalore,Food,Cloud Kitchen,85,74,5000000
Kalyan,Tech,Software Startup,87,22,2400000
Madurai,Food,Cafe,79,41,4700000
Bangalore,Healthcare,Pharmacy,51,74,1200000
Navi Mumbai,Healthcare,Pharmacy,57,26,1700000
Ranchi,Retail,Bookstore,64,73,600000
Varanasi,Retail,Clothing Boutique,88,69,3700000
Ahmedabad,Tourism,Travel Agency,55,71,4800000
Kota,Healthcare,Pharmacy,70,21,2200000
Kolkata,Tech,Electronics Store,55,57,1300000
Tiruchirappalli,Education,Tuition Center,87,23,4200000
Kalyan,Healthcare,Diagnostic Center,84,49,4600000
Lucknow,Tourism,Tour Guide Service,61,34,3000000
Chennai,Tech,Software Startup,71,59,2500000
Solapur,Tech,Electronics Store,84,66,600000
Jabalpur,Healthcare,Pharmacy,73,43,2800000
Lucknow,Fitness,Gym,97,53,4500000
Kolkata,Tech,Mobile Repair,79,72,4700000
Jodhpur,Healthcare,Clinic,96,75,1300000
Pune,Tourism,Tour Guide Service,91,70,2000000
Delhi,Retail,Clothing Boutique,78,38,2200000
Lucknow,Retail,Clothing Boutique,65,65,4400000
Bangalore,Education,Tuition Center,94,72,3400000
Kolkata,Healthcare,Clinic,61,68,1000000
Pune,Fitness,Yoga Studio,53,72,1300000
Jaipur,Tourism,Tour Guide Service,53,77,4100000
Visakhapatnam,Healthcare,Diagnostic Center,91,34,3900000
Jabalpur,Education,Online Course,60,29,2100000
Gwalior,Tech,Mobile Repair,100,24,1400000
Jodhpur,Fitness,Gym,70,67,3700000
Bangalore,Retail,Bookstore,99,73,3600000
Ludhiana,Retail,Grocery Store,97,47,1700000
Aurangabad,Fitness,Yoga Studio,78,32,3900000
Mysore,Tech,Electronics Store,58,71,3500000
Kalyan,Healthcare,Pharmacy,64,38,3500000
Howrah,Retail,Bookstore,55,33,3100000
Hyderabad,Healthcare,Diagnostic Center,92,23,3000000
Howrah,Food,Cloud Kitchen,89,34,4500000
Dhanbad,Tech,Software Startup,90,72,3900000
Bhopal,Food,Restaurant,78,72,2800000
Indore,Tourism,Tour Guide Service,72,59,2500000
Chennai,Retail,Clothing Boutique,74,50,4800000
Kanpur,Healthcare,Clinic,80,70,500000
Kota,Education,Coaching Institute,57,75,3000000
Dhanbad,Tourism,Tour Guide Service,59,43,2000000
Solapur,Fitness,Yoga Studio,69,54,1300000
Kanpur,Healthcare,Clinic,67,64,4900000
Madurai,Education,Online Course,76,38,1400000
Nagpur,Education,Tuition Center,73,28,3100000
Ghaziabad,Education,Tuition Center,70,65,4200000
Ranchi,Tourism,Tour Guide Service,86,80,1500000
Patna,Fitness,Dance Studio,90,57,600000
Bhopal,Education,Coaching Institute,90,80,2000000
Delhi,Food,Bakery,95,71,4000000
Mumbai,Healthcare,Pharmacy,76,56,600000
Ahmedabad,Retail,Clothing Boutique,97,66,2700000
Pune,Education,Online Course,73,38,3300000
Mumbai,Tourism,Travel Agency,97,60,3300000
Delhi,Tourism,Tour Guide Service,94,40,2800000
Kolkata,Food,Cafe,53,32,3800000
Srinagar,Fitness,Yoga Studio,99,72,5000000
Chennai,Tourism,Tour Guide Service,73,71,4100000
Kota,Fitness,Dance Studio,64,76,3400000
Navi Mumbai,Fitness,Dance Studio,83,26,3200000
Chennai,Healthcare,Clinic,69,80,1500000
Chennai,Tourism,Guest House,72,71,5000000
Kota,Retail,Grocery Store,62,32,4500000
Delhi,Education,Online Course,72,79,2600000
Nashik,Food,Restaurant,91,48,2400000
Ludhiana,Fitness,Gym,54,71,4600000
Solapur,Fitness,Yoga Studio,93,72,600000
Coimbatore,Fitness,Dance Studio,96,32,3000000
Solapur,Fitness,Gym,64,74,1200000
Allahabad,Healthcare,Diagnostic Center,54,66,1100000
Visakhapatnam,Tech,Mobile Repair,60,72,1000000
Tiruchirappalli,Retail,Bookstore,82,36,700000
Delhi,Tech,Software Startup,90,58,4700000
Jaipur,Healthcare,Clinic,82,68,1400000
Nagpur,Food,Cafe,90,55,600000
Delhi,Food,Bakery,68,70,3000000
Hyderabad,Retail,Bookstore,74,69,2100000
Kota,Healthcare,Pharmacy,100,74,1500000
Pune,Food,Restaurant,57,43,1800000
Hyderabad,Healthcare,Pharmacy,85,36,4900000
Mysore,Food,Restaurant,99,39,2300000
Kolkata,Food,Cloud Kitchen,73,34,3000000
Hyderabad,Fitness,Gym,95,37,2200000
Rajkot,Retail,Clothing Boutique,99,34,4800000
Kanpur,Tech,Electronics Store,68,50,2900000
Coimbatore,Fitness,Yoga Studio,74,52,4100000
Hubli,Fitness,Dance Studio,58,33,700000
Vadodara,Tech,Electronics Store,90,37,4200000
Bangalore,Tourism,Tour Guide Service,78,29,900000
Pune,Education,Tuition Center,94,46,3800000
Tiruchirappalli,Tech,Software Startup,91,77,1500000
Raipur,Retail,Grocery Store,50,31,1800000
Hubli,Healthcare,Pharmacy,81,35,4200000
Jabalpur,Food,Cloud Kitchen,89,23,1900000
Ranchi,Food,Cafe,56,52,2100000
Varanasi,Tourism,Tour Guide Service,63,22,4800000
Faridabad,Education,Coaching Institute,90,54,3000000
Madurai,Tourism,Travel Agency,86,27,2300000
Chandigarh,Tourism,Tour Guide Service,96,77,1800000
Indore,Tech,Software Startup,92,53,2300000
Tiruchirappalli,Retail,Clothing Boutique,99,37,2300000
Jodhpur,Education,Online Course,98,54,500000
Vadodara,Education,Online Course,74,59,1700000
Chandigarh,Retail,Clothing Boutique,57,73,3800000
Mumbai,Food,Restaurant,98,58,4600000
Hyderabad,Retail,Clothing Boutique,69,57,500000
Gwalior,Fitness,Dance Studio,92,75,4800000
Faridabad,Fitness,Yoga Studio,83,36,3600000
Gwalior,Food,Bakery,100,75,3000000
Agra,Tech,Mobile Repair,67,78,3300000
Meerut,Tourism,Travel Agency,60,46,2700000
Chennai,Fitness,Gym,87,74,1000000
Varanasi,Healthcare,Pharmacy,52,25,4200000
Ghaziabad,Healthcare,Diagnostic Center,55,52,4500000
Srinagar,Tourism,Tour Guide Service,62,52,3200000
Jodhpur,Healthcare,Diagnostic Center,74,36,4100000
Mumbai,Retail,Grocery Store,95,25,2300000
Mysore,Tech,Electronics Store,82,45,4500000
Raipur,Tech,Electronics Store,87,45,3900000
Bangalore,Fitness,Dance Studio,70,79,3000000
Srinagar,Retail,Grocery Store,61,52,2600000
Mysore,Food,Cafe,61,38,4400000
Chandigarh,Tech,Software Startup,99,29,4300000
Jaipur,Food,Bakery,68,24,3400000
Kota,Tech,Software Startup,73,33,4500000
Agra,Healthcare,Clinic,95,53,800000
Aurangabad,Food,Restaurant,92,32,4600000
Tiruchirappalli,Education,Coaching Institute,81,69,3100000
Amritsar,Fitness,Dance Studio,62,60,700000
Mysore,Retail,Grocery Store,96,20,3200000
Bhopal,Healthcare,Pharmacy,56,58,700000
Vijayawada,Retail,Grocery Store,54,32,4900000
Allahabad,Tech,Software Startup,88,78,1400000
Bhopal,Retail,Grocery Store,62,59,5000000
Allahabad,Food,Restaurant,59,48,1300000
Thane,Retail,Bookstore,88,69,1700000
Agra,Food,Cafe,65,75,2500000
Delhi,Retail,Bookstore,77,77,4500000
Kanpur,Education,Coaching Institute,89,69,4400000
Amritsar,Education,Coaching Institute,64,79,4000000
Delhi,Food,Bakery,97,80,4500000
Indore,Fitness,Dance Studio,57,33,2200000
Varanasi,Education,Online Course,54,20,4900000
Madurai,Healthcare,Pharmacy,50,31,2300000
Coimbatore,Tourism,Guest House,93,70,2100000
Jaipur,Fitness,Dance Studio,52,24,4000000
Ahmedabad,Food,Restaurant,95,48,800000
Bangalore,Food,Bakery,87,23,1700000
Kolkata,Tech,Mobile Repair,100,61,4100000
Vadodara,Education,Online Course,85,27,3200000
Howrah,Fitness,Gym,87,35,900000
Navi Mumbai,Food,Cloud Kitchen,87,30,600000
Indore,Food,Bakery,54,59,800000
Ranchi,Healthcare,Pharmacy,67,62,2100000
Indore,Tech,Electronics Store,80,50,1300000
Srinagar,Fitness,Yoga Studio,90,35,2400000
Mysore,Tech,Mobile Repair,80,80,1900000
Lucknow,Education,Coaching Institute,92,76,2400000
Varanasi,Fitness,Dance Studio,88,44,2600000
Tiruchirappalli,Education,Tuition Center,64,67,2400000
Kota,Healthcare,Diagnostic Center,83,53,4000000
Thane,Education,Online Course,75,31,2800000
Aurangabad,Fitness,Yoga Studio,72,76,3700000
Chennai,Education,Online Course,59,55,3500000
Indore,Education,Online Course,92,73,4200000
Meerut,Healthcare,Diagnostic Center,84,78,4100000
Pune,Retail,Clothing Boutique,61,77,3900000
Solapur,Retail,Grocery Store,87,43,4200000
Raipur,Food,Cloud Kitchen,57,73,1900000
Mysore,Food,Restaurant,81,69,1700000
Meerut,Education,Tuition Center,56,52,3300000
Faridabad,Fitness,Yoga Studio,52,73,2400000
Ludhiana,Education,Online Course,66,56,2800000
Kolkata,Food,Restaurant,90,27,700000
Jaipur,Fitness,Gym,74,71,3400000
Dhanbad,Fitness,Gym,81,42,2300000
Mumbai,Tourism,Guest House,72,59,5000000
Kanpur,Retail,Clothing Boutique,84,49,2100000
Chennai,Tech,Mobile Repair,71,65,2700000
Bhopal,Food,Bakery,84,31,1300000
Hubli,Healthcare,Diagnostic Center,93,63,2500000
Hyderabad,Food,Bakery,60,64,3600000
Mumbai,Tech,Electronics Store,85,73,4100000
Pune,Healthcare,Clinic,64,32,4700000
Rajkot,Tourism,Travel Agency,97,23,2200000
Allahabad,Tech,Mobile Repair,65,73,1200000
Chandigarh,Retail,Bookstore,98,51,4500000
Kolkata,Healthcare,Diagnostic Center,66,44,3700000
Bangalore,Tourism,Tour Guide Service,96,63,2900000
Tiruchirappalli,Education,Tuition Center,92,66,3300000
Kolkata,Retail,Grocery Store,60,66,4100000
Pune,Tech,Mobile Repair,64,21,3200000
Ludhiana,Education,Tuition Center,65,65,800000
Madurai,Tourism,Guest House,69,45,3600000
Vijayawada,Healthcare,Pharmacy,100,32,4500000
Delhi,Fitness,Gym,91,37,3300000
Indore,Fitness,Gym,89,56,3700000
Amritsar,Retail,Bookstore,81,61,2600000
Ludhiana,Food,Cafe,74,39,3900000
Vadodara,Education,Tuition Center,99,56,700000
Pune,Retail,Bookstore,94,34,2100000
Mysore,Education,Coaching Institute,60,47,1800000
Tiruchirappalli,Tourism,Guest House,60,49,4200000
Bangalore,Education,Tuition Center,93,70,2500000
Raipur,Food,Bakery,70,47,4500000
Chennai,Tourism,Tour Guide Service,84,42,1100000
Kanpur,Fitness,Yoga Studio,95,28,2700000
Jabalpur,Healthcare,Clinic,53,68,2900000
